+--------------------------+--------------------------+----------------------------------------------------------------------------------------------------------+
|       Launch Clock       |      Capture Clock       |                                                 Pin                                                      |
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |               design_1_i/axi_timer_0/U0/TC_CORE_I/COUNTER_0_I/COUNTER_I/INFERRED_GEN.icount_out_reg[27]/R|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |            design_1_i/axi_timer_0/U0/TC_CORE_I/GEN_SECOND_TIMER.COUNTER_1_I/LOAD_REG_GEN[14].LOAD_REG_I/R|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |               design_1_i/axi_timer_0/U0/TC_CORE_I/COUNTER_0_I/COUNTER_I/INFERRED_GEN.icount_out_reg[11]/R|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |               design_1_i/axi_timer_0/U0/TC_CORE_I/COUNTER_0_I/COUNTER_I/INFERRED_GEN.icount_out_reg[12]/R|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                                 design_1_i/axi_timer_0/U0/TC_CORE_I/TIMER_CONTROL_I/generateOutPre0_reg/R|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |               design_1_i/axi_timer_0/U0/TC_CORE_I/COUNTER_0_I/COUNTER_I/INFERRED_GEN.icount_out_reg[25]/R|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                design_1_i/axi_timer_0/U0/TC_CORE_I/COUNTER_0_I/COUNTER_I/INFERRED_GEN.icount_out_reg[4]/R|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                design_1_i/axi_timer_0/U0/TC_CORE_I/COUNTER_0_I/COUNTER_I/INFERRED_GEN.icount_out_reg[5]/R|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |               design_1_i/axi_timer_0/U0/TC_CORE_I/COUNTER_0_I/COUNTER_I/INFERRED_GEN.icount_out_reg[22]/R|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                       design_1_i/axi_timer_0/U0/TC_CORE_I/TIMER_CONTROL_I/TCSR1_GENERATE[25].TCSR1_FF_I/R|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                       design_1_i/axi_timer_0/U0/TC_CORE_I/TIMER_CONTROL_I/TCSR1_GENERATE[26].TCSR1_FF_I/R|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                       design_1_i/axi_timer_0/U0/TC_CORE_I/TIMER_CONTROL_I/TCSR1_GENERATE[27].TCSR1_FF_I/R|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                       design_1_i/axi_timer_0/U0/TC_CORE_I/TIMER_CONTROL_I/TCSR1_GENERATE[28].TCSR1_FF_I/R|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                       design_1_i/axi_timer_0/U0/TC_CORE_I/TIMER_CONTROL_I/TCSR1_GENERATE[29].TCSR1_FF_I/R|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                       design_1_i/axi_timer_0/U0/TC_CORE_I/TIMER_CONTROL_I/TCSR1_GENERATE[31].TCSR1_FF_I/R|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                       design_1_i/axi_timer_0/U0/TC_CORE_I/TIMER_CONTROL_I/TCSR1_GENERATE[22].TCSR1_FF_I/R|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |            design_1_i/axi_timer_0/U0/TC_CORE_I/GEN_SECOND_TIMER.COUNTER_1_I/LOAD_REG_GEN[16].LOAD_REG_I/R|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                             design_1_i/axi_timer_0/U0/TC_CORE_I/COUNTER_0_I/LOAD_REG_GEN[12].LOAD_REG_I/R|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                             design_1_i/axi_timer_0/U0/TC_CORE_I/COUNTER_0_I/LOAD_REG_GEN[11].LOAD_REG_I/R|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                                                      design_1_i/vga_controller_0/U0/rd_addr_reg_reg[20]/S|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                                                      design_1_i/vga_controller_0/U0/rd_addr_reg_reg[21]/R|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                                                      design_1_i/vga_controller_0/U0/rd_addr_reg_reg[19]/S|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                                                      design_1_i/vga_controller_0/U0/rd_addr_reg_reg[18]/S|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                                                      design_1_i/vga_controller_0/U0/rd_addr_reg_reg[22]/S|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                                                      design_1_i/vga_controller_0/U0/rd_addr_reg_reg[23]/S|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                                                      design_1_i/vga_controller_0/U0/rd_addr_reg_reg[24]/R|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                                                       design_1_i/vga_controller_0/U0/rd_addr_reg_reg[0]/R|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                                                      design_1_i/vga_controller_0/U0/rd_addr_reg_reg[25]/R|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                       design_1_i/axi_timer_0/U0/TC_CORE_I/TIMER_CONTROL_I/TCSR0_GENERATE[23].TCSR0_FF_I/R|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |design_1_i/axi_timer_0/U0/TC_CORE_I/GEN_SECOND_TIMER.COUNTER_1_I/COUNTER_I/INFERRED_GEN.icount_out_reg[1]/R|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |design_1_i/axi_timer_0/U0/TC_CORE_I/GEN_SECOND_TIMER.COUNTER_1_I/COUNTER_I/INFERRED_GEN.icount_out_reg[0]/R|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |design_1_i/axi_timer_0/U0/TC_CORE_I/GEN_SECOND_TIMER.COUNTER_1_I/COUNTER_I/INFERRED_GEN.icount_out_reg[10]/R|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |design_1_i/axi_timer_0/U0/TC_CORE_I/GEN_SECOND_TIMER.COUNTER_1_I/COUNTER_I/INFERRED_GEN.icount_out_reg[30]/R|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |design_1_i/axi_timer_0/U0/TC_CORE_I/GEN_SECOND_TIMER.COUNTER_1_I/COUNTER_I/INFERRED_GEN.icount_out_reg[13]/R|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |design_1_i/axi_timer_0/U0/TC_CORE_I/GEN_SECOND_TIMER.COUNTER_1_I/COUNTER_I/INFERRED_GEN.icount_out_reg[31]/R|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                             design_1_i/axi_timer_0/U0/TC_CORE_I/COUNTER_0_I/LOAD_REG_GEN[16].LOAD_REG_I/R|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                             design_1_i/axi_timer_0/U0/TC_CORE_I/COUNTER_0_I/LOAD_REG_GEN[15].LOAD_REG_I/R|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |             design_1_i/axi_timer_0/U0/TC_CORE_I/GEN_SECOND_TIMER.COUNTER_1_I/LOAD_REG_GEN[5].LOAD_REG_I/R|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |            design_1_i/axi_timer_0/U0/TC_CORE_I/GEN_SECOND_TIMER.COUNTER_1_I/LOAD_REG_GEN[17].LOAD_REG_I/R|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |             design_1_i/axi_timer_0/U0/TC_CORE_I/GEN_SECOND_TIMER.COUNTER_1_I/LOAD_REG_GEN[9].LOAD_REG_I/R|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |            design_1_i/axi_timer_0/U0/TC_CORE_I/GEN_SECOND_TIMER.COUNTER_1_I/LOAD_REG_GEN[15].LOAD_REG_I/R|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |design_1_i/axi_timer_0/U0/TC_CORE_I/GEN_SECOND_TIMER.COUNTER_1_I/COUNTER_I/INFERRED_GEN.icount_out_reg[28]/R|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |design_1_i/axi_timer_0/U0/TC_CORE_I/GEN_SECOND_TIMER.COUNTER_1_I/COUNTER_I/INFERRED_GEN.icount_out_reg[15]/R|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |design_1_i/axi_timer_0/U0/TC_CORE_I/GEN_SECOND_TIMER.COUNTER_1_I/COUNTER_I/INFERRED_GEN.icount_out_reg[16]/R|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |design_1_i/axi_timer_0/U0/TC_CORE_I/GEN_SECOND_TIMER.COUNTER_1_I/COUNTER_I/INFERRED_GEN.icount_out_reg[27]/R|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                             design_1_i/axi_timer_0/U0/TC_CORE_I/COUNTER_0_I/LOAD_REG_GEN[24].LOAD_REG_I/R|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                             design_1_i/axi_timer_0/U0/TC_CORE_I/COUNTER_0_I/LOAD_REG_GEN[25].LOAD_REG_I/R|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                             design_1_i/axi_timer_0/U0/TC_CORE_I/COUNTER_0_I/LOAD_REG_GEN[26].LOAD_REG_I/R|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                             design_1_i/axi_timer_0/U0/TC_CORE_I/COUNTER_0_I/LOAD_REG_GEN[27].LOAD_REG_I/R|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                              design_1_i/axi_timer_0/U0/TC_CORE_I/COUNTER_0_I/LOAD_REG_GEN[1].LOAD_REG_I/R|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                             design_1_i/axi_timer_0/U0/TC_CORE_I/COUNTER_0_I/LOAD_REG_GEN[20].LOAD_REG_I/R|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                              design_1_i/axi_timer_0/U0/TC_CORE_I/COUNTER_0_I/LOAD_REG_GEN[4].LOAD_REG_I/R|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                              design_1_i/axi_timer_0/U0/TC_CORE_I/COUNTER_0_I/LOAD_REG_GEN[8].LOAD_REG_I/R|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                                                       design_1_i/vga_controller_0/U0/rd_addr_reg_reg[8]/S|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                                                       design_1_i/vga_controller_0/U0/rd_addr_reg_reg[6]/R|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                                                       design_1_i/vga_controller_0/U0/rd_addr_reg_reg[7]/S|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                                                       design_1_i/vga_controller_0/U0/rd_addr_reg_reg[9]/S|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                              design_1_i/axi_timer_0/U0/TC_CORE_I/COUNTER_0_I/LOAD_REG_GEN[7].LOAD_REG_I/R|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |             design_1_i/axi_timer_0/U0/TC_CORE_I/GEN_SECOND_TIMER.COUNTER_1_I/LOAD_REG_GEN[8].LOAD_REG_I/R|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |             design_1_i/axi_timer_0/U0/TC_CORE_I/GEN_SECOND_TIMER.COUNTER_1_I/LOAD_REG_GEN[1].LOAD_REG_I/R|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |            design_1_i/axi_timer_0/U0/TC_CORE_I/GEN_SECOND_TIMER.COUNTER_1_I/LOAD_REG_GEN[20].LOAD_REG_I/R|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |            design_1_i/axi_timer_0/U0/TC_CORE_I/GEN_SECOND_TIMER.COUNTER_1_I/LOAD_REG_GEN[21].LOAD_REG_I/R|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                                                      design_1_i/vga_controller_0/U0/rd_addr_reg_reg[10]/S|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                                                      design_1_i/vga_controller_0/U0/rd_addr_reg_reg[12]/S|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                                                      design_1_i/vga_controller_0/U0/rd_addr_reg_reg[13]/S|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                                                      design_1_i/vga_controller_0/U0/rd_addr_reg_reg[11]/S|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                                                      design_1_i/vga_controller_0/U0/rd_addr_reg_reg[26]/R|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                                                      design_1_i/vga_controller_0/U0/rd_addr_reg_reg[28]/R|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                                                      design_1_i/vga_controller_0/U0/rd_addr_reg_reg[27]/R|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                                                      design_1_i/vga_controller_0/U0/rd_addr_reg_reg[29]/R|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                                                      design_1_i/vga_controller_0/U0/rd_addr_reg_reg[15]/S|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                                                      design_1_i/vga_controller_0/U0/rd_addr_reg_reg[16]/S|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                                                      design_1_i/vga_controller_0/U0/rd_addr_reg_reg[17]/S|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                                                      design_1_i/vga_controller_0/U0/rd_addr_reg_reg[14]/S|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                                                 design_1_i/vga_controller_0/U0/current_base_addr_reg[0]/R|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                                                design_1_i/vga_controller_0/U0/current_base_addr_reg[23]/S|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                                                design_1_i/vga_controller_0/U0/current_base_addr_reg[24]/R|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                                                design_1_i/vga_controller_0/U0/current_base_addr_reg[12]/R|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                                                design_1_i/vga_controller_0/U0/current_base_addr_reg[15]/R|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                                                      design_1_i/vga_controller_0/U0/rd_addr_reg_reg[30]/R|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                                                      design_1_i/vga_controller_0/U0/rd_addr_reg_reg[31]/R|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                                                design_1_i/vga_controller_0/U0/current_base_addr_reg[17]/R|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                                                design_1_i/vga_controller_0/U0/current_base_addr_reg[18]/R|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                                                design_1_i/vga_controller_0/U0/current_base_addr_reg[19]/R|
| clk_out1_design_1_clk_wiz_0_0 |               clk_fpga_0 |                                                design_1_i/vga_controller_0/U0/current_base_addr_reg[20]/S|
+--------------------------+--------------------------+----------------------------------------------------------------------------------------------------------+
